Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Valor,SEXE,EDAT_Q
2024-01-01,1,Ciutat Vella,1,el Raval,1,56,1,0
2024-01-01,1,Ciutat Vella,1,el Raval,1,45,1,1
2024-01-01,1,Ciutat Vella,1,el Raval,1,48,1,2
2024-01-01,1,Ciutat Vella,1,el Raval,1,38,1,3
2024-01-01,1,Ciutat Vella,1,el Raval,1,101,1,4
2024-01-01,1,Ciutat Vella,1,el Raval,1,162,1,5
2024-01-01,1,Ciutat Vella,1,el Raval,1,133,1,6
2024-01-01,1,Ciutat Vella,1,el Raval,1,107,1,7
2024-01-01,1,Ciutat Vella,1,el Raval,1,84,1,8
2024-01-01,1,Ciutat Vella,1,el Raval,1,79,1,9
2024-01-01,1,Ciutat Vella,1,el Raval,1,68,1,10
2024-01-01,1,Ciutat Vella,1,el Raval,1,70,1,11
2024-01-01,1,Ciutat Vella,1,el Raval,1,55,1,12
2024-01-01,1,Ciutat Vella,1,el Raval,1,47,1,13
2024-01-01,1,Ciutat Vella,1,el Raval,1,44,1,14
2024-01-01,1,Ciutat Vella,1,el Raval,1,30,1,15
2024-01-01,1,Ciutat Vella,1,el Raval,1,31,1,16
2024-01-01,1,Ciutat Vella,1,el Raval,1,28,1,17
2024-01-01,1,Ciutat Vella,1,el Raval,1,21,1,18
2024-01-01,1,Ciutat Vella,1,el Raval,1,..,1,19
2024-01-01,1,Ciutat Vella,1,el Raval,1,..,1,20
2024-01-01,1,Ciutat Vella,1,el Raval,1,47,2,0
2024-01-01,1,Ciutat Vella,1,el Raval,1,45,2,1
2024-01-01,1,Ciutat Vella,1,el Raval,1,45,2,2
2024-01-01,1,Ciutat Vella,1,el Raval,1,38,2,3
2024-01-01,1,Ciutat Vella,1,el Raval,1,81,2,4
2024-01-01,1,Ciutat Vella,1,el Raval,1,163,2,5
2024-01-01,1,Ciutat Vella,1,el Raval,1,154,2,6
2024-01-01,1,Ciutat Vella,1,el Raval,1,152,2,7
2024-01-01,1,Ciutat Vella,1,el Raval,1,155,2,8
2024-01-01,1,Ciutat Vella,1,el Raval,1,96,2,9
2024-01-01,1,Ciutat Vella,1,el Raval,1,68,2,10
2024-01-01,1,Ciutat Vella,1,el Raval,1,70,2,11
2024-01-01,1,Ciutat Vella,1,el Raval,1,56,2,12
2024-01-01,1,Ciutat Vella,1,el Raval,1,39,2,13
2024-01-01,1,Ciutat Vella,1,el Raval,1,52,2,14
2024-01-01,1,Ciutat Vella,1,el Raval,1,29,2,15
2024-01-01,1,Ciutat Vella,1,el Raval,1,26,2,16
2024-01-01,1,Ciutat Vella,1,el Raval,1,14,2,17
2024-01-01,1,Ciutat Vella,1,el Raval,1,6,2,18
2024-01-01,1,Ciutat Vella,1,el Raval,1,..,2,19
2024-01-01,1,Ciutat Vella,1,el Raval,2,153,1,0
2024-01-01,1,Ciutat Vella,1,el Raval,2,183,1,1
2024-01-01,1,Ciutat Vella,1,el Raval,2,186,1,2
2024-01-01,1,Ciutat Vella,1,el Raval,2,146,1,3
2024-01-01,1,Ciutat Vella,1,el Raval,2,217,1,4
2024-01-01,1,Ciutat Vella,1,el Raval,2,335,1,5
2024-01-01,1,Ciutat Vella,1,el Raval,2,302,1,6
2024-01-01,1,Ciutat Vella,1,el Raval,2,287,1,7
2024-01-01,1,Ciutat Vella,1,el Raval,2,229,1,8
2024-01-01,1,Ciutat Vella,1,el Raval,2,189,1,9
2024-01-01,1,Ciutat Vella,1,el Raval,2,176,1,10
2024-01-01,1,Ciutat Vella,1,el Raval,2,170,1,11
2024-01-01,1,Ciutat Vella,1,el Raval,2,134,1,12
2024-01-01,1,Ciutat Vella,1,el Raval,2,107,1,13
2024-01-01,1,Ciutat Vella,1,el Raval,2,63,1,14
2024-01-01,1,Ciutat Vella,1,el Raval,2,68,1,15
2024-01-01,1,Ciutat Vella,1,el Raval,2,48,1,16
2024-01-01,1,Ciutat Vella,1,el Raval,2,38,1,17
2024-01-01,1,Ciutat Vella,1,el Raval,2,21,1,18
2024-01-01,1,Ciutat Vella,1,el Raval,2,6,1,19
2024-01-01,1,Ciutat Vella,1,el Raval,2,..,1,20
2024-01-01,1,Ciutat Vella,1,el Raval,2,189,2,0
2024-01-01,1,Ciutat Vella,1,el Raval,2,175,2,1
2024-01-01,1,Ciutat Vella,1,el Raval,2,192,2,2
2024-01-01,1,Ciutat Vella,1,el Raval,2,185,2,3
2024-01-01,1,Ciutat Vella,1,el Raval,2,227,2,4
2024-01-01,1,Ciutat Vella,1,el Raval,2,331,2,5
2024-01-01,1,Ciutat Vella,1,el Raval,2,405,2,6
2024-01-01,1,Ciutat Vella,1,el Raval,2,335,2,7
2024-01-01,1,Ciutat Vella,1,el Raval,2,315,2,8
2024-01-01,1,Ciutat Vella,1,el Raval,2,241,2,9
2024-01-01,1,Ciutat Vella,1,el Raval,2,245,2,10
2024-01-01,1,Ciutat Vella,1,el Raval,2,181,2,11
2024-01-01,1,Ciutat Vella,1,el Raval,2,124,2,12
2024-01-01,1,Ciutat Vella,1,el Raval,2,90,2,13
2024-01-01,1,Ciutat Vella,1,el Raval,2,78,2,14
2024-01-01,1,Ciutat Vella,1,el Raval,2,57,2,15
2024-01-01,1,Ciutat Vella,1,el Raval,2,32,2,16
2024-01-01,1,Ciutat Vella,1,el Raval,2,26,2,17
2024-01-01,1,Ciutat Vella,1,el Raval,2,9,2,18
2024-01-01,1,Ciutat Vella,1,el Raval,2,..,2,19
2024-01-01,1,Ciutat Vella,1,el Raval,3,115,1,0
2024-01-01,1,Ciutat Vella,1,el Raval,3,112,1,1
2024-01-01,1,Ciutat Vella,1,el Raval,3,121,1,2
2024-01-01,1,Ciutat Vella,1,el Raval,3,115,1,3
2024-01-01,1,Ciutat Vella,1,el Raval,3,201,1,4
2024-01-01,1,Ciutat Vella,1,el Raval,3,297,1,5
2024-01-01,1,Ciutat Vella,1,el Raval,3,308,1,6
2024-01-01,1,Ciutat Vella,1,el Raval,3,219,1,7
2024-01-01,1,Ciutat Vella,1,el Raval,3,227,1,8
2024-01-01,1,Ciutat Vella,1,el Raval,3,205,1,9
2024-01-01,1,Ciutat Vella,1,el Raval,3,151,1,10
2024-01-01,1,Ciutat Vella,1,el Raval,3,141,1,11
2024-01-01,1,Ciutat Vella,1,el Raval,3,111,1,12
2024-01-01,1,Ciutat Vella,1,el Raval,3,111,1,13
2024-01-01,1,Ciutat Vella,1,el Raval,3,70,1,14
2024-01-01,1,Ciutat Vella,1,el Raval,3,55,1,15
2024-01-01,1,Ciutat Vella,1,el Raval,3,41,1,16
2024-01-01,1,Ciutat Vella,1,el Raval,3,46,1,17
2024-01-01,1,Ciutat Vella,1,el Raval,3,26,1,18
2024-01-01,1,Ciutat Vella,1,el Raval,3,6,1,19
2024-01-01,1,Ciutat Vella,1,el Raval,3,..,1,20
2024-01-01,1,Ciutat Vella,1,el Raval,3,132,2,0
2024-01-01,1,Ciutat Vella,1,el Raval,3,133,2,1
2024-01-01,1,Ciutat Vella,1,el Raval,3,136,2,2
2024-01-01,1,Ciutat Vella,1,el Raval,3,136,2,3
2024-01-01,1,Ciutat Vella,1,el Raval,3,249,2,4
2024-01-01,1,Ciutat Vella,1,el Raval,3,363,2,5
2024-01-01,1,Ciutat Vella,1,el Raval,3,368,2,6
2024-01-01,1,Ciutat Vella,1,el Raval,3,316,2,7
2024-01-01,1,Ciutat Vella,1,el Raval,3,300,2,8
2024-01-01,1,Ciutat Vella,1,el Raval,3,291,2,9
2024-01-01,1,Ciutat Vella,1,el Raval,3,224,2,10
2024-01-01,1,Ciutat Vella,1,el Raval,3,198,2,11
2024-01-01,1,Ciutat Vella,1,el Raval,3,144,2,12
2024-01-01,1,Ciutat Vella,1,el Raval,3,94,2,13
2024-01-01,1,Ciutat Vella,1,el Raval,3,72,2,14
2024-01-01,1,Ciutat Vella,1,el Raval,3,49,2,15
2024-01-01,1,Ciutat Vella,1,el Raval,3,33,2,16
2024-01-01,1,Ciutat Vella,1,el Raval,3,17,2,17
2024-01-01,1,Ciutat Vella,1,el Raval,3,7,2,18
2024-01-01,1,Ciutat Vella,1,el Raval,3,..,2,19
2024-01-01,1,Ciutat Vella,1,el Raval,4,210,1,0
2024-01-01,1,Ciutat Vella,1,el Raval,4,184,1,1
2024-01-01,1,Ciutat Vella,1,el Raval,4,164,1,2
2024-01-01,1,Ciutat Vella,1,el Raval,4,149,1,3
2024-01-01,1,Ciutat Vella,1,el Raval,4,247,1,4
2024-01-01,1,Ciutat Vella,1,el Raval,4,351,1,5
2024-01-01,1,Ciutat Vella,1,el Raval,4,381,1,6
2024-01-01,1,Ciutat Vella,1,el Raval,4,330,1,7
2024-01-01,1,Ciutat Vella,1,el Raval,4,241,1,8
2024-01-01,1,Ciutat Vella,1,el Raval,4,239,1,9
2024-01-01,1,Ciutat Vella,1,el Raval,4,233,1,10
2024-01-01,1,Ciutat Vella,1,el Raval,4,183,1,11
2024-01-01,1,Ciutat Vella,1,el Raval,4,120,1,12
2024-01-01,1,Ciutat Vella,1,el Raval,4,113,1,13
2024-01-01,1,Ciutat Vella,1,el Raval,4,84,1,14
2024-01-01,1,Ciutat Vella,1,el Raval,4,90,1,15
2024-01-01,1,Ciutat Vella,1,el Raval,4,79,1,16
2024-01-01,1,Ciutat Vella,1,el Raval,4,45,1,17
2024-01-01,1,Ciutat Vella,1,el Raval,4,24,1,18
2024-01-01,1,Ciutat Vella,1,el Raval,4,5,1,19
2024-01-01,1,Ciutat Vella,1,el Raval,4,223,2,0
2024-01-01,1,Ciutat Vella,1,el Raval,4,204,2,1
2024-01-01,1,Ciutat Vella,1,el Raval,4,195,2,2
2024-01-01,1,Ciutat Vella,1,el Raval,4,159,2,3
2024-01-01,1,Ciutat Vella,1,el Raval,4,271,2,4
2024-01-01,1,Ciutat Vella,1,el Raval,4,407,2,5
2024-01-01,1,Ciutat Vella,1,el Raval,4,507,2,6
2024-01-01,1,Ciutat Vella,1,el Raval,4,432,2,7
2024-01-01,1,Ciutat Vella,1,el Raval,4,430,2,8
2024-01-01,1,Ciutat Vella,1,el Raval,4,384,2,9
2024-01-01,1,Ciutat Vella,1,el Raval,4,294,2,10
2024-01-01,1,Ciutat Vella,1,el Raval,4,259,2,11
2024-01-01,1,Ciutat Vella,1,el Raval,4,159,2,12
2024-01-01,1,Ciutat Vella,1,el Raval,4,123,2,13
2024-01-01,1,Ciutat Vella,1,el Raval,4,79,2,14
2024-01-01,1,Ciutat Vella,1,el Raval,4,76,2,15
2024-01-01,1,Ciutat Vella,1,el Raval,4,53,2,16
2024-01-01,1,Ciutat Vella,1,el Raval,4,34,2,17
2024-01-01,1,Ciutat Vella,1,el Raval,4,7,2,18
2024-01-01,1,Ciutat Vella,1,el Raval,4,..,2,19
2024-01-01,1,Ciutat Vella,1,el Raval,5,145,1,0
2024-01-01,1,Ciutat Vella,1,el Raval,5,118,1,1
2024-01-01,1,Ciutat Vella,1,el Raval,5,155,1,2
2024-01-01,1,Ciutat Vella,1,el Raval,5,149,1,3
2024-01-01,1,Ciutat Vella,1,el Raval,5,204,1,4
2024-01-01,1,Ciutat Vella,1,el Raval,5,321,1,5
2024-01-01,1,Ciutat Vella,1,el Raval,5,340,1,6
2024-01-01,1,Ciutat Vella,1,el Raval,5,269,1,7
2024-01-01,1,Ciutat Vella,1,el Raval,5,260,1,8
2024-01-01,1,Ciutat Vella,1,el Raval,5,213,1,9
2024-01-01,1,Ciutat Vella,1,el Raval,5,220,1,10
2024-01-01,1,Ciutat Vella,1,el Raval,5,176,1,11
2024-01-01,1,Ciutat Vella,1,el Raval,5,151,1,12
2024-01-01,1,Ciutat Vella,1,el Raval,5,113,1,13
2024-01-01,1,Ciutat Vella,1,el Raval,5,86,1,14
2024-01-01,1,Ciutat Vella,1,el Raval,5,64,1,15
2024-01-01,1,Ciutat Vella,1,el Raval,5,39,1,16
2024-01-01,1,Ciutat Vella,1,el Raval,5,41,1,17
2024-01-01,1,Ciutat Vella,1,el Raval,5,32,1,18
2024-01-01,1,Ciutat Vella,1,el Raval,5,7,1,19
2024-01-01,1,Ciutat Vella,1,el Raval,5,130,2,0
2024-01-01,1,Ciutat Vella,1,el Raval,5,154,2,1
2024-01-01,1,Ciutat Vella,1,el Raval,5,120,2,2
2024-01-01,1,Ciutat Vella,1,el Raval,5,165,2,3
2024-01-01,1,Ciutat Vella,1,el Raval,5,216,2,4
2024-01-01,1,Ciutat Vella,1,el Raval,5,361,2,5
2024-01-01,1,Ciutat Vella,1,el Raval,5,399,2,6
2024-01-01,1,Ciutat Vella,1,el Raval,5,358,2,7
2024-01-01,1,Ciutat Vella,1,el Raval,5,316,2,8
2024-01-01,1,Ciutat Vella,1,el Raval,5,323,2,9
2024-01-01,1,Ciutat Vella,1,el Raval,5,222,2,10
2024-01-01,1,Ciutat Vella,1,el Raval,5,190,2,11
2024-01-01,1,Ciutat Vella,1,el Raval,5,139,2,12
2024-01-01,1,Ciutat Vella,1,el Raval,5,100,2,13
2024-01-01,1,Ciutat Vella,1,el Raval,5,73,2,14
2024-01-01,1,Ciutat Vella,1,el Raval,5,42,2,15
2024-01-01,1,Ciutat Vella,1,el Raval,5,30,2,16
2024-01-01,1,Ciutat Vella,1,el Raval,5,28,2,17
2024-01-01,1,Ciutat Vella,1,el Raval,5,..,2,18
2024-01-01,1,Ciutat Vella,1,el Raval,5,..,2,19
2024-01-01,1,Ciutat Vella,1,el Raval,5,..,2,20
2024-01-01,1,Ciutat Vella,1,el Raval,6,172,1,0
2024-01-01,1,Ciutat Vella,1,el Raval,6,169,1,1
2024-01-01,1,Ciutat Vella,1,el Raval,6,155,1,2
2024-01-01,1,Ciutat Vella,1,el Raval,6,201,1,3
2024-01-01,1,Ciutat Vella,1,el Raval,6,285,1,4
2024-01-01,1,Ciutat Vella,1,el Raval,6,426,1,5
2024-01-01,1,Ciutat Vella,1,el Raval,6,495,1,6
2024-01-01,1,Ciutat Vella,1,el Raval,6,396,1,7
2024-01-01,1,Ciutat Vella,1,el Raval,6,339,1,8
2024-01-01,1,Ciutat Vella,1,el Raval,6,362,1,9
2024-01-01,1,Ciutat Vella,1,el Raval,6,309,1,10
2024-01-01,1,Ciutat Vella,1,el Raval,6,280,1,11
2024-01-01,1,Ciutat Vella,1,el Raval,6,226,1,12
2024-01-01,1,Ciutat Vella,1,el Raval,6,179,1,13
2024-01-01,1,Ciutat Vella,1,el Raval,6,108,1,14
2024-01-01,1,Ciutat Vella,1,el Raval,6,98,1,15
2024-01-01,1,Ciutat Vella,1,el Raval,6,46,1,16
2024-01-01,1,Ciutat Vella,1,el Raval,6,67,1,17
2024-01-01,1,Ciutat Vella,1,el Raval,6,37,1,18
2024-01-01,1,Ciutat Vella,1,el Raval,6,13,1,19
2024-01-01,1,Ciutat Vella,1,el Raval,6,168,2,0
2024-01-01,1,Ciutat Vella,1,el Raval,6,184,2,1
2024-01-01,1,Ciutat Vella,1,el Raval,6,179,2,2
2024-01-01,1,Ciutat Vella,1,el Raval,6,219,2,3
2024-01-01,1,Ciutat Vella,1,el Raval,6,274,2,4
2024-01-01,1,Ciutat Vella,1,el Raval,6,411,2,5
2024-01-01,1,Ciutat Vella,1,el Raval,6,518,2,6
2024-01-01,1,Ciutat Vella,1,el Raval,6,405,2,7
2024-01-01,1,Ciutat Vella,1,el Raval,6,418,2,8
2024-01-01,1,Ciutat Vella,1,el Raval,6,425,2,9
2024-01-01,1,Ciutat Vella,1,el Raval,6,350,2,10
2024-01-01,1,Ciutat Vella,1,el Raval,6,262,2,11
2024-01-01,1,Ciutat Vella,1,el Raval,6,205,2,12
2024-01-01,1,Ciutat Vella,1,el Raval,6,142,2,13
2024-01-01,1,Ciutat Vella,1,el Raval,6,85,2,14
2024-01-01,1,Ciutat Vella,1,el Raval,6,58,2,15
2024-01-01,1,Ciutat Vella,1,el Raval,6,34,2,16
2024-01-01,1,Ciutat Vella,1,el Raval,6,25,2,17
2024-01-01,1,Ciutat Vella,1,el Raval,6,..,2,18
2024-01-01,1,Ciutat Vella,1,el Raval,6,..,2,19
2024-01-01,1,Ciutat Vella,1,el Raval,7,99,1,0
2024-01-01,1,Ciutat Vella,1,el Raval,7,87,1,1
2024-01-01,1,Ciutat Vella,1,el Raval,7,98,1,2
2024-01-01,1,Ciutat Vella,1,el Raval,7,117,1,3
2024-01-01,1,Ciutat Vella,1,el Raval,7,250,1,4
2024-01-01,1,Ciutat Vella,1,el Raval,7,396,1,5
2024-01-01,1,Ciutat Vella,1,el Raval,7,380,1,6
2024-01-01,1,Ciutat Vella,1,el Raval,7,278,1,7
2024-01-01,1,Ciutat Vella,1,el Raval,7,257,1,8
2024-01-01,1,Ciutat Vella,1,el Raval,7,197,1,9
2024-01-01,1,Ciutat Vella,1,el Raval,7,212,1,10
2024-01-01,1,Ciutat Vella,1,el Raval,7,178,1,11
2024-01-01,1,Ciutat Vella,1,el Raval,7,161,1,12
2024-01-01,1,Ciutat Vella,1,el Raval,7,135,1,13
2024-01-01,1,Ciutat Vella,1,el Raval,7,109,1,14
2024-01-01,1,Ciutat Vella,1,el Raval,7,96,1,15
2024-01-01,1,Ciutat Vella,1,el Raval,7,65,1,16
2024-01-01,1,Ciutat Vella,1,el Raval,7,57,1,17
2024-01-01,1,Ciutat Vella,1,el Raval,7,45,1,18
2024-01-01,1,Ciutat Vella,1,el Raval,7,20,1,19
2024-01-01,1,Ciutat Vella,1,el Raval,7,5,1,20
2024-01-01,1,Ciutat Vella,1,el Raval,7,114,2,0
2024-01-01,1,Ciutat Vella,1,el Raval,7,108,2,1
2024-01-01,1,Ciutat Vella,1,el Raval,7,95,2,2
2024-01-01,1,Ciutat Vella,1,el Raval,7,130,2,3
2024-01-01,1,Ciutat Vella,1,el Raval,7,255,2,4
2024-01-01,1,Ciutat Vella,1,el Raval,7,421,2,5
2024-01-01,1,Ciutat Vella,1,el Raval,7,481,2,6
2024-01-01,1,Ciutat Vella,1,el Raval,7,342,2,7
2024-01-01,1,Ciutat Vella,1,el Raval,7,312,2,8
2024-01-01,1,Ciutat Vella,1,el Raval,7,294,2,9
2024-01-01,1,Ciutat Vella,1,el Raval,7,232,2,10
2024-01-01,1,Ciutat Vella,1,el Raval,7,184,2,11
2024-01-01,1,Ciutat Vella,1,el Raval,7,144,2,12
2024-01-01,1,Ciutat Vella,1,el Raval,7,123,2,13
2024-01-01,1,Ciutat Vella,1,el Raval,7,68,2,14
2024-01-01,1,Ciutat Vella,1,el Raval,7,81,2,15
2024-01-01,1,Ciutat Vella,1,el Raval,7,26,2,16
2024-01-01,1,Ciutat Vella,1,el Raval,7,34,2,17
2024-01-01,1,Ciutat Vella,1,el Raval,7,12,2,18
2024-01-01,1,Ciutat Vella,1,el Raval,7,..,2,19
2024-01-01,1,Ciutat Vella,1,el Raval,8,25,1,0
2024-01-01,1,Ciutat Vella,1,el Raval,8,32,1,1
2024-01-01,1,Ciutat Vella,1,el Raval,8,25,1,2
2024-01-01,1,Ciutat Vella,1,el Raval,8,28,1,3
2024-01-01,1,Ciutat Vella,1,el Raval,8,70,1,4
2024-01-01,1,Ciutat Vella,1,el Raval,8,164,1,5
2024-01-01,1,Ciutat Vella,1,el Raval,8,159,1,6
2024-01-01,1,Ciutat Vella,1,el Raval,8,112,1,7
2024-01-01,1,Ciutat Vella,1,el Raval,8,93,1,8
2024-01-01,1,Ciutat Vella,1,el Raval,8,63,1,9
2024-01-01,1,Ciutat Vella,1,el Raval,8,62,1,10
2024-01-01,1,Ciutat Vella,1,el Raval,8,41,1,11
2024-01-01,1,Ciutat Vella,1,el Raval,8,56,1,12
2024-01-01,1,Ciutat Vella,1,el Raval,8,47,1,13
2024-01-01,1,Ciutat Vella,1,el Raval,8,50,1,14
2024-01-01,1,Ciutat Vella,1,el Raval,8,30,1,15
2024-01-01,1,Ciutat Vella,1,el Raval,8,22,1,16
2024-01-01,1,Ciutat Vella,1,el Raval,8,18,1,17
2024-01-01,1,Ciutat Vella,1,el Raval,8,12,1,18
2024-01-01,1,Ciutat Vella,1,el Raval,8,..,1,19
2024-01-01,1,Ciutat Vella,1,el Raval,8,..,1,20
2024-01-01,1,Ciutat Vella,1,el Raval,8,24,2,0
2024-01-01,1,Ciutat Vella,1,el Raval,8,27,2,1
2024-01-01,1,Ciutat Vella,1,el Raval,8,22,2,2
2024-01-01,1,Ciutat Vella,1,el Raval,8,29,2,3
2024-01-01,1,Ciutat Vella,1,el Raval,8,75,2,4
2024-01-01,1,Ciutat Vella,1,el Raval,8,166,2,5
2024-01-01,1,Ciutat Vella,1,el Raval,8,163,2,6
2024-01-01,1,Ciutat Vella,1,el Raval,8,107,2,7
2024-01-01,1,Ciutat Vella,1,el Raval,8,105,2,8
2024-01-01,1,Ciutat Vella,1,el Raval,8,90,2,9
2024-01-01,1,Ciutat Vella,1,el Raval,8,67,2,10
2024-01-01,1,Ciutat Vella,1,el Raval,8,59,2,11
2024-01-01,1,Ciutat Vella,1,el Raval,8,49,2,12
2024-01-01,1,Ciutat Vella,1,el Raval,8,35,2,13
2024-01-01,1,Ciutat Vella,1,el Raval,8,40,2,14
2024-01-01,1,Ciutat Vella,1,el Raval,8,23,2,15
2024-01-01,1,Ciutat Vella,1,el Raval,8,8,2,16
2024-01-01,1,Ciutat Vella,1,el Raval,8,10,2,17
2024-01-01,1,Ciutat Vella,1,el Raval,8,5,2,18
2024-01-01,1,Ciutat Vella,1,el Raval,8,..,2,19
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,43,1,0
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,31,1,1
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,38,1,2
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,63,1,3
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,115,1,4
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,284,1,5
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,250,1,6
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,158,1,7
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,138,1,8
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,104,1,9
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,89,1,10
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,93,1,11
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,87,1,12
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,87,1,13
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,55,1,14
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,47,1,15
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,38,1,16
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,36,1,17
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,24,1,18
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,7,1,19
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,..,1,20
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,43,2,0
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,33,2,1
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,37,2,2
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,74,2,3
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,194,2,4
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,296,2,5
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,301,2,6
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,225,2,7
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,166,2,8
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,133,2,9
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,103,2,10
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,115,2,11
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,86,2,12
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,61,2,13
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,52,2,14
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,41,2,15
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,19,2,16
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,12,2,17
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,8,2,18
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,..,2,19
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,149,1,0
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,172,1,1
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,159,1,2
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,155,1,3
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,376,1,4
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,618,1,5
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,623,1,6
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,453,1,7
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,367,1,8
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,315,1,9
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,272,1,10
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,227,1,11
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,181,1,12
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,118,1,13
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,109,1,14
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,61,1,15
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,49,1,16
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,36,1,17
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,23,1,18
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,7,1,19
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,..,1,20
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,200,2,0
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,174,2,1
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,176,2,2
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,202,2,3
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1114,2,4
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1972,2,5
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,2020,2,6
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1619,2,7
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1199,2,8
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,874,2,9
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,649,2,10
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,516,2,11
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,327,2,12
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,214,2,13
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,122,2,14
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,88,2,15
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,44,2,16
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,22,2,17
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,10,2,18
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,..,2,20
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,38,1,0
