Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Valor,EDAT_Q,SEXE
2025-01-01,1,Ciutat Vella,1,el Raval,1,54,0,1
2025-01-01,1,Ciutat Vella,1,el Raval,1,49,0,2
2025-01-01,1,Ciutat Vella,1,el Raval,1,45,1,1
2025-01-01,1,Ciutat Vella,1,el Raval,1,49,1,2
2025-01-01,1,Ciutat Vella,1,el Raval,1,56,2,1
2025-01-01,1,Ciutat Vella,1,el Raval,1,48,2,2
2025-01-01,1,Ciutat Vella,1,el Raval,1,36,3,1
2025-01-01,1,Ciutat Vella,1,el Raval,1,35,3,2
2025-01-01,1,Ciutat Vella,1,el Raval,1,103,4,1
2025-01-01,1,Ciutat Vella,1,el Raval,1,81,4,2
2025-01-01,1,Ciutat Vella,1,el Raval,1,159,5,1
2025-01-01,1,Ciutat Vella,1,el Raval,1,186,5,2
2025-01-01,1,Ciutat Vella,1,el Raval,1,161,6,1
2025-01-01,1,Ciutat Vella,1,el Raval,1,198,6,2
2025-01-01,1,Ciutat Vella,1,el Raval,1,123,7,1
2025-01-01,1,Ciutat Vella,1,el Raval,1,166,7,2
2025-01-01,1,Ciutat Vella,1,el Raval,1,82,8,1
2025-01-01,1,Ciutat Vella,1,el Raval,1,153,8,2
2025-01-01,1,Ciutat Vella,1,el Raval,1,78,9,1
2025-01-01,1,Ciutat Vella,1,el Raval,1,103,9,2
2025-01-01,1,Ciutat Vella,1,el Raval,1,76,10,1
2025-01-01,1,Ciutat Vella,1,el Raval,1,65,10,2
2025-01-01,1,Ciutat Vella,1,el Raval,1,84,11,1
2025-01-01,1,Ciutat Vella,1,el Raval,1,81,11,2
2025-01-01,1,Ciutat Vella,1,el Raval,1,56,12,1
2025-01-01,1,Ciutat Vella,1,el Raval,1,54,12,2
2025-01-01,1,Ciutat Vella,1,el Raval,1,48,13,1
2025-01-01,1,Ciutat Vella,1,el Raval,1,51,13,2
2025-01-01,1,Ciutat Vella,1,el Raval,1,46,14,1
2025-01-01,1,Ciutat Vella,1,el Raval,1,52,14,2
2025-01-01,1,Ciutat Vella,1,el Raval,1,32,15,1
2025-01-01,1,Ciutat Vella,1,el Raval,1,33,15,2
2025-01-01,1,Ciutat Vella,1,el Raval,1,31,16,1
2025-01-01,1,Ciutat Vella,1,el Raval,1,20,16,2
2025-01-01,1,Ciutat Vella,1,el Raval,1,23,17,1
2025-01-01,1,Ciutat Vella,1,el Raval,1,18,17,2
2025-01-01,1,Ciutat Vella,1,el Raval,1,17,18,1
2025-01-01,1,Ciutat Vella,1,el Raval,1,7,18,2
2025-01-01,1,Ciutat Vella,1,el Raval,1,..,19,1
2025-01-01,1,Ciutat Vella,1,el Raval,1,..,19,2
2025-01-01,1,Ciutat Vella,1,el Raval,1,..,20,1
2025-01-01,1,Ciutat Vella,1,el Raval,2,155,0,1
2025-01-01,1,Ciutat Vella,1,el Raval,2,211,0,2
2025-01-01,1,Ciutat Vella,1,el Raval,2,173,1,1
2025-01-01,1,Ciutat Vella,1,el Raval,2,168,1,2
2025-01-01,1,Ciutat Vella,1,el Raval,2,179,2,1
2025-01-01,1,Ciutat Vella,1,el Raval,2,186,2,2
2025-01-01,1,Ciutat Vella,1,el Raval,2,162,3,1
2025-01-01,1,Ciutat Vella,1,el Raval,2,171,3,2
2025-01-01,1,Ciutat Vella,1,el Raval,2,245,4,1
2025-01-01,1,Ciutat Vella,1,el Raval,2,263,4,2
2025-01-01,1,Ciutat Vella,1,el Raval,2,361,5,1
2025-01-01,1,Ciutat Vella,1,el Raval,2,347,5,2
2025-01-01,1,Ciutat Vella,1,el Raval,2,341,6,1
2025-01-01,1,Ciutat Vella,1,el Raval,2,415,6,2
2025-01-01,1,Ciutat Vella,1,el Raval,2,304,7,1
2025-01-01,1,Ciutat Vella,1,el Raval,2,358,7,2
2025-01-01,1,Ciutat Vella,1,el Raval,2,244,8,1
2025-01-01,1,Ciutat Vella,1,el Raval,2,331,8,2
2025-01-01,1,Ciutat Vella,1,el Raval,2,191,9,1
2025-01-01,1,Ciutat Vella,1,el Raval,2,267,9,2
2025-01-01,1,Ciutat Vella,1,el Raval,2,190,10,1
2025-01-01,1,Ciutat Vella,1,el Raval,2,222,10,2
2025-01-01,1,Ciutat Vella,1,el Raval,2,167,11,1
2025-01-01,1,Ciutat Vella,1,el Raval,2,204,11,2
2025-01-01,1,Ciutat Vella,1,el Raval,2,145,12,1
2025-01-01,1,Ciutat Vella,1,el Raval,2,129,12,2
2025-01-01,1,Ciutat Vella,1,el Raval,2,112,13,1
2025-01-01,1,Ciutat Vella,1,el Raval,2,107,13,2
2025-01-01,1,Ciutat Vella,1,el Raval,2,63,14,1
2025-01-01,1,Ciutat Vella,1,el Raval,2,77,14,2
2025-01-01,1,Ciutat Vella,1,el Raval,2,73,15,1
2025-01-01,1,Ciutat Vella,1,el Raval,2,57,15,2
2025-01-01,1,Ciutat Vella,1,el Raval,2,48,16,1
2025-01-01,1,Ciutat Vella,1,el Raval,2,34,16,2
2025-01-01,1,Ciutat Vella,1,el Raval,2,31,17,1
2025-01-01,1,Ciutat Vella,1,el Raval,2,21,17,2
2025-01-01,1,Ciutat Vella,1,el Raval,2,32,18,1
2025-01-01,1,Ciutat Vella,1,el Raval,2,11,18,2
2025-01-01,1,Ciutat Vella,1,el Raval,2,5,19,1
2025-01-01,1,Ciutat Vella,1,el Raval,2,..,19,2
2025-01-01,1,Ciutat Vella,1,el Raval,2,..,20,1
2025-01-01,1,Ciutat Vella,1,el Raval,3,115,0,1
2025-01-01,1,Ciutat Vella,1,el Raval,3,132,0,2
2025-01-01,1,Ciutat Vella,1,el Raval,3,120,1,1
2025-01-01,1,Ciutat Vella,1,el Raval,3,133,1,2
2025-01-01,1,Ciutat Vella,1,el Raval,3,115,2,1
2025-01-01,1,Ciutat Vella,1,el Raval,3,142,2,2
2025-01-01,1,Ciutat Vella,1,el Raval,3,124,3,1
2025-01-01,1,Ciutat Vella,1,el Raval,3,132,3,2
2025-01-01,1,Ciutat Vella,1,el Raval,3,229,4,1
2025-01-01,1,Ciutat Vella,1,el Raval,3,271,4,2
2025-01-01,1,Ciutat Vella,1,el Raval,3,308,5,1
2025-01-01,1,Ciutat Vella,1,el Raval,3,445,5,2
2025-01-01,1,Ciutat Vella,1,el Raval,3,320,6,1
2025-01-01,1,Ciutat Vella,1,el Raval,3,411,6,2
2025-01-01,1,Ciutat Vella,1,el Raval,3,242,7,1
2025-01-01,1,Ciutat Vella,1,el Raval,3,362,7,2
2025-01-01,1,Ciutat Vella,1,el Raval,3,222,8,1
2025-01-01,1,Ciutat Vella,1,el Raval,3,307,8,2
2025-01-01,1,Ciutat Vella,1,el Raval,3,224,9,1
2025-01-01,1,Ciutat Vella,1,el Raval,3,311,9,2
2025-01-01,1,Ciutat Vella,1,el Raval,3,168,10,1
2025-01-01,1,Ciutat Vella,1,el Raval,3,239,10,2
2025-01-01,1,Ciutat Vella,1,el Raval,3,142,11,1
2025-01-01,1,Ciutat Vella,1,el Raval,3,211,11,2
2025-01-01,1,Ciutat Vella,1,el Raval,3,108,12,1
2025-01-01,1,Ciutat Vella,1,el Raval,3,138,12,2
2025-01-01,1,Ciutat Vella,1,el Raval,3,111,13,1
2025-01-01,1,Ciutat Vella,1,el Raval,3,103,13,2
2025-01-01,1,Ciutat Vella,1,el Raval,3,75,14,1
2025-01-01,1,Ciutat Vella,1,el Raval,3,79,14,2
2025-01-01,1,Ciutat Vella,1,el Raval,3,54,15,1
2025-01-01,1,Ciutat Vella,1,el Raval,3,50,15,2
2025-01-01,1,Ciutat Vella,1,el Raval,3,44,16,1
2025-01-01,1,Ciutat Vella,1,el Raval,3,38,16,2
2025-01-01,1,Ciutat Vella,1,el Raval,3,40,17,1
2025-01-01,1,Ciutat Vella,1,el Raval,3,15,17,2
2025-01-01,1,Ciutat Vella,1,el Raval,3,29,18,1
2025-01-01,1,Ciutat Vella,1,el Raval,3,8,18,2
2025-01-01,1,Ciutat Vella,1,el Raval,3,7,19,1
2025-01-01,1,Ciutat Vella,1,el Raval,3,..,20,1
2025-01-01,1,Ciutat Vella,1,el Raval,3,..,20,2
2025-01-01,1,Ciutat Vella,1,el Raval,4,224,0,1
2025-01-01,1,Ciutat Vella,1,el Raval,4,222,0,2
2025-01-01,1,Ciutat Vella,1,el Raval,4,182,1,1
2025-01-01,1,Ciutat Vella,1,el Raval,4,208,1,2
2025-01-01,1,Ciutat Vella,1,el Raval,4,174,2,1
2025-01-01,1,Ciutat Vella,1,el Raval,4,196,2,2
2025-01-01,1,Ciutat Vella,1,el Raval,4,174,3,1
2025-01-01,1,Ciutat Vella,1,el Raval,4,186,3,2
2025-01-01,1,Ciutat Vella,1,el Raval,4,262,4,1
2025-01-01,1,Ciutat Vella,1,el Raval,4,333,4,2
2025-01-01,1,Ciutat Vella,1,el Raval,4,396,5,1
2025-01-01,1,Ciutat Vella,1,el Raval,4,514,5,2
2025-01-01,1,Ciutat Vella,1,el Raval,4,422,6,1
2025-01-01,1,Ciutat Vella,1,el Raval,4,574,6,2
2025-01-01,1,Ciutat Vella,1,el Raval,4,356,7,1
2025-01-01,1,Ciutat Vella,1,el Raval,4,516,7,2
2025-01-01,1,Ciutat Vella,1,el Raval,4,267,8,1
2025-01-01,1,Ciutat Vella,1,el Raval,4,450,8,2
2025-01-01,1,Ciutat Vella,1,el Raval,4,225,9,1
2025-01-01,1,Ciutat Vella,1,el Raval,4,434,9,2
2025-01-01,1,Ciutat Vella,1,el Raval,4,252,10,1
2025-01-01,1,Ciutat Vella,1,el Raval,4,302,10,2
2025-01-01,1,Ciutat Vella,1,el Raval,4,202,11,1
2025-01-01,1,Ciutat Vella,1,el Raval,4,255,11,2
2025-01-01,1,Ciutat Vella,1,el Raval,4,126,12,1
2025-01-01,1,Ciutat Vella,1,el Raval,4,153,12,2
2025-01-01,1,Ciutat Vella,1,el Raval,4,104,13,1
2025-01-01,1,Ciutat Vella,1,el Raval,4,120,13,2
2025-01-01,1,Ciutat Vella,1,el Raval,4,90,14,1
2025-01-01,1,Ciutat Vella,1,el Raval,4,75,14,2
2025-01-01,1,Ciutat Vella,1,el Raval,4,89,15,1
2025-01-01,1,Ciutat Vella,1,el Raval,4,67,15,2
2025-01-01,1,Ciutat Vella,1,el Raval,4,83,16,1
2025-01-01,1,Ciutat Vella,1,el Raval,4,55,16,2
2025-01-01,1,Ciutat Vella,1,el Raval,4,40,17,1
2025-01-01,1,Ciutat Vella,1,el Raval,4,35,17,2
2025-01-01,1,Ciutat Vella,1,el Raval,4,22,18,1
2025-01-01,1,Ciutat Vella,1,el Raval,4,8,18,2
2025-01-01,1,Ciutat Vella,1,el Raval,4,6,19,1
2025-01-01,1,Ciutat Vella,1,el Raval,5,142,0,1
2025-01-01,1,Ciutat Vella,1,el Raval,5,143,0,2
2025-01-01,1,Ciutat Vella,1,el Raval,5,139,1,1
2025-01-01,1,Ciutat Vella,1,el Raval,5,158,1,2
2025-01-01,1,Ciutat Vella,1,el Raval,5,142,2,1
2025-01-01,1,Ciutat Vella,1,el Raval,5,131,2,2
2025-01-01,1,Ciutat Vella,1,el Raval,5,164,3,1
2025-01-01,1,Ciutat Vella,1,el Raval,5,168,3,2
2025-01-01,1,Ciutat Vella,1,el Raval,5,219,4,1
2025-01-01,1,Ciutat Vella,1,el Raval,5,267,4,2
2025-01-01,1,Ciutat Vella,1,el Raval,5,346,5,1
2025-01-01,1,Ciutat Vella,1,el Raval,5,384,5,2
2025-01-01,1,Ciutat Vella,1,el Raval,5,368,6,1
2025-01-01,1,Ciutat Vella,1,el Raval,5,475,6,2
2025-01-01,1,Ciutat Vella,1,el Raval,5,296,7,1
2025-01-01,1,Ciutat Vella,1,el Raval,5,400,7,2
2025-01-01,1,Ciutat Vella,1,el Raval,5,257,8,1
2025-01-01,1,Ciutat Vella,1,el Raval,5,349,8,2
2025-01-01,1,Ciutat Vella,1,el Raval,5,232,9,1
2025-01-01,1,Ciutat Vella,1,el Raval,5,323,9,2
2025-01-01,1,Ciutat Vella,1,el Raval,5,224,10,1
2025-01-01,1,Ciutat Vella,1,el Raval,5,244,10,2
2025-01-01,1,Ciutat Vella,1,el Raval,5,185,11,1
2025-01-01,1,Ciutat Vella,1,el Raval,5,201,11,2
2025-01-01,1,Ciutat Vella,1,el Raval,5,155,12,1
2025-01-01,1,Ciutat Vella,1,el Raval,5,154,12,2
2025-01-01,1,Ciutat Vella,1,el Raval,5,123,13,1
2025-01-01,1,Ciutat Vella,1,el Raval,5,119,13,2
2025-01-01,1,Ciutat Vella,1,el Raval,5,90,14,1
2025-01-01,1,Ciutat Vella,1,el Raval,5,63,14,2
2025-01-01,1,Ciutat Vella,1,el Raval,5,66,15,1
2025-01-01,1,Ciutat Vella,1,el Raval,5,45,15,2
2025-01-01,1,Ciutat Vella,1,el Raval,5,43,16,1
2025-01-01,1,Ciutat Vella,1,el Raval,5,35,16,2
2025-01-01,1,Ciutat Vella,1,el Raval,5,35,17,1
2025-01-01,1,Ciutat Vella,1,el Raval,5,25,17,2
2025-01-01,1,Ciutat Vella,1,el Raval,5,30,18,1
2025-01-01,1,Ciutat Vella,1,el Raval,5,..,18,2
2025-01-01,1,Ciutat Vella,1,el Raval,5,7,19,1
2025-01-01,1,Ciutat Vella,1,el Raval,5,..,19,2
2025-01-01,1,Ciutat Vella,1,el Raval,5,..,20,2
2025-01-01,1,Ciutat Vella,1,el Raval,6,165,0,1
2025-01-01,1,Ciutat Vella,1,el Raval,6,167,0,2
2025-01-01,1,Ciutat Vella,1,el Raval,6,182,1,1
2025-01-01,1,Ciutat Vella,1,el Raval,6,196,1,2
2025-01-01,1,Ciutat Vella,1,el Raval,6,158,2,1
2025-01-01,1,Ciutat Vella,1,el Raval,6,167,2,2
2025-01-01,1,Ciutat Vella,1,el Raval,6,202,3,1
2025-01-01,1,Ciutat Vella,1,el Raval,6,223,3,2
2025-01-01,1,Ciutat Vella,1,el Raval,6,298,4,1
2025-01-01,1,Ciutat Vella,1,el Raval,6,346,4,2
2025-01-01,1,Ciutat Vella,1,el Raval,6,467,5,1
2025-01-01,1,Ciutat Vella,1,el Raval,6,527,5,2
2025-01-01,1,Ciutat Vella,1,el Raval,6,489,6,1
2025-01-01,1,Ciutat Vella,1,el Raval,6,578,6,2
2025-01-01,1,Ciutat Vella,1,el Raval,6,443,7,1
2025-01-01,1,Ciutat Vella,1,el Raval,6,492,7,2
2025-01-01,1,Ciutat Vella,1,el Raval,6,362,8,1
2025-01-01,1,Ciutat Vella,1,el Raval,6,423,8,2
2025-01-01,1,Ciutat Vella,1,el Raval,6,368,9,1
2025-01-01,1,Ciutat Vella,1,el Raval,6,455,9,2
2025-01-01,1,Ciutat Vella,1,el Raval,6,314,10,1
2025-01-01,1,Ciutat Vella,1,el Raval,6,358,10,2
2025-01-01,1,Ciutat Vella,1,el Raval,6,278,11,1
2025-01-01,1,Ciutat Vella,1,el Raval,6,272,11,2
2025-01-01,1,Ciutat Vella,1,el Raval,6,259,12,1
2025-01-01,1,Ciutat Vella,1,el Raval,6,218,12,2
2025-01-01,1,Ciutat Vella,1,el Raval,6,187,13,1
2025-01-01,1,Ciutat Vella,1,el Raval,6,151,13,2
2025-01-01,1,Ciutat Vella,1,el Raval,6,121,14,1
2025-01-01,1,Ciutat Vella,1,el Raval,6,81,14,2
2025-01-01,1,Ciutat Vella,1,el Raval,6,95,15,1
2025-01-01,1,Ciutat Vella,1,el Raval,6,60,15,2
2025-01-01,1,Ciutat Vella,1,el Raval,6,55,16,1
2025-01-01,1,Ciutat Vella,1,el Raval,6,36,16,2
2025-01-01,1,Ciutat Vella,1,el Raval,6,58,17,1
2025-01-01,1,Ciutat Vella,1,el Raval,6,24,17,2
2025-01-01,1,Ciutat Vella,1,el Raval,6,34,18,1
2025-01-01,1,Ciutat Vella,1,el Raval,6,5,18,2
2025-01-01,1,Ciutat Vella,1,el Raval,6,13,19,1
2025-01-01,1,Ciutat Vella,1,el Raval,6,..,19,2
2025-01-01,1,Ciutat Vella,1,el Raval,6,..,20,2
2025-01-01,1,Ciutat Vella,1,el Raval,7,109,0,1
2025-01-01,1,Ciutat Vella,1,el Raval,7,110,0,2
2025-01-01,1,Ciutat Vella,1,el Raval,7,91,1,1
2025-01-01,1,Ciutat Vella,1,el Raval,7,112,1,2
2025-01-01,1,Ciutat Vella,1,el Raval,7,110,2,1
2025-01-01,1,Ciutat Vella,1,el Raval,7,88,2,2
2025-01-01,1,Ciutat Vella,1,el Raval,7,123,3,1
2025-01-01,1,Ciutat Vella,1,el Raval,7,135,3,2
2025-01-01,1,Ciutat Vella,1,el Raval,7,253,4,1
2025-01-01,1,Ciutat Vella,1,el Raval,7,308,4,2
2025-01-01,1,Ciutat Vella,1,el Raval,7,451,5,1
2025-01-01,1,Ciutat Vella,1,el Raval,7,475,5,2
2025-01-01,1,Ciutat Vella,1,el Raval,7,390,6,1
2025-01-01,1,Ciutat Vella,1,el Raval,7,477,6,2
2025-01-01,1,Ciutat Vella,1,el Raval,7,290,7,1
2025-01-01,1,Ciutat Vella,1,el Raval,7,426,7,2
2025-01-01,1,Ciutat Vella,1,el Raval,7,255,8,1
2025-01-01,1,Ciutat Vella,1,el Raval,7,311,8,2
2025-01-01,1,Ciutat Vella,1,el Raval,7,216,9,1
2025-01-01,1,Ciutat Vella,1,el Raval,7,297,9,2
2025-01-01,1,Ciutat Vella,1,el Raval,7,208,10,1
2025-01-01,1,Ciutat Vella,1,el Raval,7,248,10,2
2025-01-01,1,Ciutat Vella,1,el Raval,7,180,11,1
2025-01-01,1,Ciutat Vella,1,el Raval,7,207,11,2
2025-01-01,1,Ciutat Vella,1,el Raval,7,163,12,1
2025-01-01,1,Ciutat Vella,1,el Raval,7,154,12,2
2025-01-01,1,Ciutat Vella,1,el Raval,7,141,13,1
2025-01-01,1,Ciutat Vella,1,el Raval,7,129,13,2
2025-01-01,1,Ciutat Vella,1,el Raval,7,100,14,1
2025-01-01,1,Ciutat Vella,1,el Raval,7,70,14,2
2025-01-01,1,Ciutat Vella,1,el Raval,7,105,15,1
2025-01-01,1,Ciutat Vella,1,el Raval,7,75,15,2
2025-01-01,1,Ciutat Vella,1,el Raval,7,61,16,1
2025-01-01,1,Ciutat Vella,1,el Raval,7,39,16,2
2025-01-01,1,Ciutat Vella,1,el Raval,7,53,17,1
2025-01-01,1,Ciutat Vella,1,el Raval,7,27,17,2
2025-01-01,1,Ciutat Vella,1,el Raval,7,42,18,1
2025-01-01,1,Ciutat Vella,1,el Raval,7,10,18,2
2025-01-01,1,Ciutat Vella,1,el Raval,7,20,19,1
2025-01-01,1,Ciutat Vella,1,el Raval,7,6,19,2
2025-01-01,1,Ciutat Vella,1,el Raval,7,..,20,1
2025-01-01,1,Ciutat Vella,1,el Raval,8,22,0,1
2025-01-01,1,Ciutat Vella,1,el Raval,8,20,0,2
2025-01-01,1,Ciutat Vella,1,el Raval,8,33,1,1
2025-01-01,1,Ciutat Vella,1,el Raval,8,22,1,2
2025-01-01,1,Ciutat Vella,1,el Raval,8,23,2,1
2025-01-01,1,Ciutat Vella,1,el Raval,8,24,2,2
2025-01-01,1,Ciutat Vella,1,el Raval,8,35,3,1
2025-01-01,1,Ciutat Vella,1,el Raval,8,31,3,2
2025-01-01,1,Ciutat Vella,1,el Raval,8,74,4,1
2025-01-01,1,Ciutat Vella,1,el Raval,8,62,4,2
2025-01-01,1,Ciutat Vella,1,el Raval,8,164,5,1
2025-01-01,1,Ciutat Vella,1,el Raval,8,170,5,2
2025-01-01,1,Ciutat Vella,1,el Raval,8,156,6,1
2025-01-01,1,Ciutat Vella,1,el Raval,8,183,6,2
2025-01-01,1,Ciutat Vella,1,el Raval,8,111,7,1
2025-01-01,1,Ciutat Vella,1,el Raval,8,133,7,2
2025-01-01,1,Ciutat Vella,1,el Raval,8,93,8,1
2025-01-01,1,Ciutat Vella,1,el Raval,8,102,8,2
2025-01-01,1,Ciutat Vella,1,el Raval,8,71,9,1
2025-01-01,1,Ciutat Vella,1,el Raval,8,92,9,2
2025-01-01,1,Ciutat Vella,1,el Raval,8,65,10,1
2025-01-01,1,Ciutat Vella,1,el Raval,8,65,10,2
2025-01-01,1,Ciutat Vella,1,el Raval,8,48,11,1
2025-01-01,1,Ciutat Vella,1,el Raval,8,60,11,2
2025-01-01,1,Ciutat Vella,1,el Raval,8,55,12,1
2025-01-01,1,Ciutat Vella,1,el Raval,8,48,12,2
2025-01-01,1,Ciutat Vella,1,el Raval,8,46,13,1
2025-01-01,1,Ciutat Vella,1,el Raval,8,42,13,2
2025-01-01,1,Ciutat Vella,1,el Raval,8,51,14,1
2025-01-01,1,Ciutat Vella,1,el Raval,8,40,14,2
2025-01-01,1,Ciutat Vella,1,el Raval,8,30,15,1
2025-01-01,1,Ciutat Vella,1,el Raval,8,20,15,2
2025-01-01,1,Ciutat Vella,1,el Raval,8,23,16,1
2025-01-01,1,Ciutat Vella,1,el Raval,8,12,16,2
2025-01-01,1,Ciutat Vella,1,el Raval,8,16,17,1
2025-01-01,1,Ciutat Vella,1,el Raval,8,7,17,2
2025-01-01,1,Ciutat Vella,1,el Raval,8,12,18,1
2025-01-01,1,Ciutat Vella,1,el Raval,8,5,18,2
2025-01-01,1,Ciutat Vella,1,el Raval,8,5,19,1
2025-01-01,1,Ciutat Vella,1,el Raval,8,..,19,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,44,0,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,37,0,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,30,1,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,40,1,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,32,2,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,36,2,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,56,3,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,67,3,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,147,4,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,169,4,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,281,5,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,344,5,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,265,6,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,295,6,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,158,7,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,228,7,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,147,8,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,172,8,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,97,9,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,137,9,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,102,10,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,117,10,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,88,11,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,108,11,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,80,12,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,81,12,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,82,13,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,61,13,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,57,14,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,55,14,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,47,15,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,40,15,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,35,16,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,23,16,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,40,17,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,9,17,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,21,18,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,7,18,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,6,19,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,..,19,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,..,20,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,132,0,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,177,0,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,151,1,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,157,1,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,147,2,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,164,2,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,144,3,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,160,3,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,351,4,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1061,4,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,622,5,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1964,5,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,554,6,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,2056,6,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,424,7,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1721,7,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,335,8,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1273,8,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,323,9,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,902,9,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,257,10,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,625,10,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,215,11,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,519,11,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,181,12,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,324,12,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,119,13,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,240,13,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,117,14,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,136,14,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,57,15,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,87,15,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,50,16,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,47,16,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,30,17,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,18,17,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,24,18,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,11,18,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,5,19,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,..,19,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,..,20,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,..,20,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,41,0,1
