Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Valor,SEXE,EDAT_Q
2023-01-01,1,Ciutat Vella,1,el Raval,2,157,1,10
2023-01-01,1,Ciutat Vella,1,el Raval,2,162,1,11
2023-01-01,1,Ciutat Vella,1,el Raval,2,132,1,12
2023-01-01,1,Ciutat Vella,1,el Raval,2,111,1,13
2023-01-01,1,Ciutat Vella,1,el Raval,2,58,1,14
2023-01-01,1,Ciutat Vella,1,el Raval,2,66,1,15
2023-01-01,1,Ciutat Vella,1,el Raval,2,45,1,16
2023-01-01,1,Ciutat Vella,1,el Raval,2,44,1,17
2023-01-01,1,Ciutat Vella,1,el Raval,2,20,1,18
2023-01-01,1,Ciutat Vella,1,el Raval,2,7,1,19
2023-01-01,1,Ciutat Vella,1,el Raval,2,..,1,20
2023-01-01,1,Ciutat Vella,1,el Raval,2,189,2,0
2023-01-01,1,Ciutat Vella,1,el Raval,2,188,2,1
2023-01-01,1,Ciutat Vella,1,el Raval,2,181,2,2
2023-01-01,1,Ciutat Vella,1,el Raval,2,179,2,3
2023-01-01,1,Ciutat Vella,1,el Raval,2,228,2,4
2023-01-01,1,Ciutat Vella,1,el Raval,2,352,2,5
2023-01-01,1,Ciutat Vella,1,el Raval,2,360,2,6
2023-01-01,1,Ciutat Vella,1,el Raval,2,336,2,7
2023-01-01,1,Ciutat Vella,1,el Raval,2,307,2,8
2023-01-01,1,Ciutat Vella,1,el Raval,2,228,2,9
2023-01-01,1,Ciutat Vella,1,el Raval,2,257,2,10
2023-01-01,1,Ciutat Vella,1,el Raval,2,163,2,11
2023-01-01,1,Ciutat Vella,1,el Raval,2,121,2,12
2023-01-01,1,Ciutat Vella,1,el Raval,2,103,2,13
2023-01-01,1,Ciutat Vella,1,el Raval,2,76,2,14
2023-01-01,1,Ciutat Vella,1,el Raval,2,59,2,15
2023-01-01,1,Ciutat Vella,1,el Raval,2,30,2,16
2023-01-01,1,Ciutat Vella,1,el Raval,2,28,2,17
2023-01-01,1,Ciutat Vella,1,el Raval,2,9,2,18
2023-01-01,1,Ciutat Vella,1,el Raval,2,..,2,19
2023-01-01,1,Ciutat Vella,1,el Raval,3,122,1,0
2023-01-01,1,Ciutat Vella,1,el Raval,3,102,1,1
2023-01-01,1,Ciutat Vella,1,el Raval,3,111,1,2
2023-01-01,1,Ciutat Vella,1,el Raval,3,106,1,3
2023-01-01,1,Ciutat Vella,1,el Raval,3,194,1,4
2023-01-01,1,Ciutat Vella,1,el Raval,3,300,1,5
2023-01-01,1,Ciutat Vella,1,el Raval,3,289,1,6
2023-01-01,1,Ciutat Vella,1,el Raval,3,215,1,7
2023-01-01,1,Ciutat Vella,1,el Raval,3,220,1,8
2023-01-01,1,Ciutat Vella,1,el Raval,3,203,1,9
2023-01-01,1,Ciutat Vella,1,el Raval,3,151,1,10
2023-01-01,1,Ciutat Vella,1,el Raval,3,126,1,11
2023-01-01,1,Ciutat Vella,1,el Raval,3,118,1,12
2023-01-01,1,Ciutat Vella,1,el Raval,3,110,1,13
2023-01-01,1,Ciutat Vella,1,el Raval,3,66,1,14
2023-01-01,1,Ciutat Vella,1,el Raval,3,54,1,15
2023-01-01,1,Ciutat Vella,1,el Raval,3,45,1,16
2023-01-01,1,Ciutat Vella,1,el Raval,3,47,1,17
2023-01-01,1,Ciutat Vella,1,el Raval,3,22,1,18
2023-01-01,1,Ciutat Vella,1,el Raval,3,9,1,19
2023-01-01,1,Ciutat Vella,1,el Raval,3,..,1,20
2023-01-01,1,Ciutat Vella,1,el Raval,3,129,2,0
2023-01-01,1,Ciutat Vella,1,el Raval,3,138,2,1
2023-01-01,1,Ciutat Vella,1,el Raval,3,144,2,2
2023-01-01,1,Ciutat Vella,1,el Raval,3,143,2,3
2023-01-01,1,Ciutat Vella,1,el Raval,3,233,2,4
2023-01-01,1,Ciutat Vella,1,el Raval,3,340,2,5
2023-01-01,1,Ciutat Vella,1,el Raval,3,342,2,6
2023-01-01,1,Ciutat Vella,1,el Raval,3,291,2,7
2023-01-01,1,Ciutat Vella,1,el Raval,3,312,2,8
2023-01-01,1,Ciutat Vella,1,el Raval,3,272,2,9
2023-01-01,1,Ciutat Vella,1,el Raval,3,230,2,10
2023-01-01,1,Ciutat Vella,1,el Raval,3,183,2,11
2023-01-01,1,Ciutat Vella,1,el Raval,3,145,2,12
2023-01-01,1,Ciutat Vella,1,el Raval,3,86,2,13
2023-01-01,1,Ciutat Vella,1,el Raval,3,69,2,14
2023-01-01,1,Ciutat Vella,1,el Raval,3,49,2,15
2023-01-01,1,Ciutat Vella,1,el Raval,3,38,2,16
2023-01-01,1,Ciutat Vella,1,el Raval,3,20,2,17
2023-01-01,1,Ciutat Vella,1,el Raval,3,..,2,18
2023-01-01,1,Ciutat Vella,1,el Raval,3,..,2,19
2023-01-01,1,Ciutat Vella,1,el Raval,4,203,1,0
2023-01-01,1,Ciutat Vella,1,el Raval,4,171,1,1
2023-01-01,1,Ciutat Vella,1,el Raval,4,169,1,2
2023-01-01,1,Ciutat Vella,1,el Raval,4,149,1,3
2023-01-01,1,Ciutat Vella,1,el Raval,4,222,1,4
2023-01-01,1,Ciutat Vella,1,el Raval,4,356,1,5
2023-01-01,1,Ciutat Vella,1,el Raval,4,337,1,6
2023-01-01,1,Ciutat Vella,1,el Raval,4,323,1,7
2023-01-01,1,Ciutat Vella,1,el Raval,4,256,1,8
2023-01-01,1,Ciutat Vella,1,el Raval,4,230,1,9
2023-01-01,1,Ciutat Vella,1,el Raval,4,218,1,10
2023-01-01,1,Ciutat Vella,1,el Raval,4,177,1,11
2023-01-01,1,Ciutat Vella,1,el Raval,4,122,1,12
2023-01-01,1,Ciutat Vella,1,el Raval,4,102,1,13
2023-01-01,1,Ciutat Vella,1,el Raval,4,91,1,14
2023-01-01,1,Ciutat Vella,1,el Raval,4,94,1,15
2023-01-01,1,Ciutat Vella,1,el Raval,4,64,1,16
2023-01-01,1,Ciutat Vella,1,el Raval,4,48,1,17
2023-01-01,1,Ciutat Vella,1,el Raval,4,24,1,18
2023-01-01,1,Ciutat Vella,1,el Raval,4,7,1,19
2023-01-01,1,Ciutat Vella,1,el Raval,4,214,2,0
2023-01-01,1,Ciutat Vella,1,el Raval,4,204,2,1
2023-01-01,1,Ciutat Vella,1,el Raval,4,189,2,2
2023-01-01,1,Ciutat Vella,1,el Raval,4,159,2,3
2023-01-01,1,Ciutat Vella,1,el Raval,4,258,2,4
2023-01-01,1,Ciutat Vella,1,el Raval,4,390,2,5
2023-01-01,1,Ciutat Vella,1,el Raval,4,474,2,6
2023-01-01,1,Ciutat Vella,1,el Raval,4,408,2,7
2023-01-01,1,Ciutat Vella,1,el Raval,4,424,2,8
2023-01-01,1,Ciutat Vella,1,el Raval,4,372,2,9
2023-01-01,1,Ciutat Vella,1,el Raval,4,308,2,10
2023-01-01,1,Ciutat Vella,1,el Raval,4,228,2,11
2023-01-01,1,Ciutat Vella,1,el Raval,4,166,2,12
2023-01-01,1,Ciutat Vella,1,el Raval,4,116,2,13
2023-01-01,1,Ciutat Vella,1,el Raval,4,80,2,14
2023-01-01,1,Ciutat Vella,1,el Raval,4,81,2,15
2023-01-01,1,Ciutat Vella,1,el Raval,4,52,2,16
2023-01-01,1,Ciutat Vella,1,el Raval,4,29,2,17
2023-01-01,1,Ciutat Vella,1,el Raval,4,7,2,18
2023-01-01,1,Ciutat Vella,1,el Raval,4,..,2,19
2023-01-01,1,Ciutat Vella,1,el Raval,5,139,1,0
2023-01-01,1,Ciutat Vella,1,el Raval,5,125,1,1
2023-01-01,1,Ciutat Vella,1,el Raval,5,157,1,2
2023-01-01,1,Ciutat Vella,1,el Raval,5,130,1,3
2023-01-01,1,Ciutat Vella,1,el Raval,5,179,1,4
2023-01-01,1,Ciutat Vella,1,el Raval,5,334,1,5
2023-01-01,1,Ciutat Vella,1,el Raval,5,327,1,6
2023-01-01,1,Ciutat Vella,1,el Raval,5,261,1,7
2023-01-01,1,Ciutat Vella,1,el Raval,5,255,1,8
2023-01-01,1,Ciutat Vella,1,el Raval,5,225,1,9
2023-01-01,1,Ciutat Vella,1,el Raval,5,222,1,10
2023-01-01,1,Ciutat Vella,1,el Raval,5,165,1,11
2023-01-01,1,Ciutat Vella,1,el Raval,5,151,1,12
2023-01-01,1,Ciutat Vella,1,el Raval,5,122,1,13
2023-01-01,1,Ciutat Vella,1,el Raval,5,80,1,14
2023-01-01,1,Ciutat Vella,1,el Raval,5,65,1,15
2023-01-01,1,Ciutat Vella,1,el Raval,5,42,1,16
2023-01-01,1,Ciutat Vella,1,el Raval,5,53,1,17
2023-01-01,1,Ciutat Vella,1,el Raval,5,33,1,18
2023-01-01,1,Ciutat Vella,1,el Raval,5,6,1,19
2023-01-01,1,Ciutat Vella,1,el Raval,5,130,2,0
2023-01-01,1,Ciutat Vella,1,el Raval,5,148,2,1
2023-01-01,1,Ciutat Vella,1,el Raval,5,143,2,2
2023-01-01,1,Ciutat Vella,1,el Raval,5,166,2,3
2023-01-01,1,Ciutat Vella,1,el Raval,5,199,2,4
2023-01-01,1,Ciutat Vella,1,el Raval,5,339,2,5
2023-01-01,1,Ciutat Vella,1,el Raval,5,411,2,6
2023-01-01,1,Ciutat Vella,1,el Raval,5,357,2,7
2023-01-01,1,Ciutat Vella,1,el Raval,5,280,2,8
2023-01-01,1,Ciutat Vella,1,el Raval,5,304,2,9
2023-01-01,1,Ciutat Vella,1,el Raval,5,224,2,10
2023-01-01,1,Ciutat Vella,1,el Raval,5,190,2,11
2023-01-01,1,Ciutat Vella,1,el Raval,5,143,2,12
2023-01-01,1,Ciutat Vella,1,el Raval,5,89,2,13
2023-01-01,1,Ciutat Vella,1,el Raval,5,76,2,14
2023-01-01,1,Ciutat Vella,1,el Raval,5,44,2,15
2023-01-01,1,Ciutat Vella,1,el Raval,5,34,2,16
2023-01-01,1,Ciutat Vella,1,el Raval,5,24,2,17
2023-01-01,1,Ciutat Vella,1,el Raval,5,6,2,18
2023-01-01,1,Ciutat Vella,1,el Raval,5,..,2,19
2023-01-01,1,Ciutat Vella,1,el Raval,5,..,2,20
2023-01-01,1,Ciutat Vella,1,el Raval,6,163,1,0
2023-01-01,1,Ciutat Vella,1,el Raval,6,163,1,1
2023-01-01,1,Ciutat Vella,1,el Raval,6,167,1,2
2023-01-01,1,Ciutat Vella,1,el Raval,6,205,1,3
2023-01-01,1,Ciutat Vella,1,el Raval,6,262,1,4
2023-01-01,1,Ciutat Vella,1,el Raval,6,421,1,5
2023-01-01,1,Ciutat Vella,1,el Raval,6,457,1,6
2023-01-01,1,Ciutat Vella,1,el Raval,6,397,1,7
2023-01-01,1,Ciutat Vella,1,el Raval,6,342,1,8
2023-01-01,1,Ciutat Vella,1,el Raval,6,349,1,9
2023-01-01,1,Ciutat Vella,1,el Raval,6,301,1,10
2023-01-01,1,Ciutat Vella,1,el Raval,6,275,1,11
2023-01-01,1,Ciutat Vella,1,el Raval,6,216,1,12
2023-01-01,1,Ciutat Vella,1,el Raval,6,169,1,13
2023-01-01,1,Ciutat Vella,1,el Raval,6,117,1,14
2023-01-01,1,Ciutat Vella,1,el Raval,6,86,1,15
2023-01-01,1,Ciutat Vella,1,el Raval,6,55,1,16
2023-01-01,1,Ciutat Vella,1,el Raval,6,70,1,17
2023-01-01,1,Ciutat Vella,1,el Raval,6,37,1,18
2023-01-01,1,Ciutat Vella,1,el Raval,6,10,1,19
2023-01-01,1,Ciutat Vella,1,el Raval,6,..,1,20
2023-01-01,1,Ciutat Vella,1,el Raval,6,172,2,0
2023-01-01,1,Ciutat Vella,1,el Raval,6,184,2,1
2023-01-01,1,Ciutat Vella,1,el Raval,6,194,2,2
2023-01-01,1,Ciutat Vella,1,el Raval,6,194,2,3
2023-01-01,1,Ciutat Vella,1,el Raval,6,265,2,4
2023-01-01,1,Ciutat Vella,1,el Raval,6,389,2,5
2023-01-01,1,Ciutat Vella,1,el Raval,6,509,2,6
2023-01-01,1,Ciutat Vella,1,el Raval,6,416,2,7
2023-01-01,1,Ciutat Vella,1,el Raval,6,446,2,8
2023-01-01,1,Ciutat Vella,1,el Raval,6,431,2,9
2023-01-01,1,Ciutat Vella,1,el Raval,6,351,2,10
2023-01-01,1,Ciutat Vella,1,el Raval,6,269,2,11
2023-01-01,1,Ciutat Vella,1,el Raval,6,181,2,12
2023-01-01,1,Ciutat Vella,1,el Raval,6,157,2,13
2023-01-01,1,Ciutat Vella,1,el Raval,6,77,2,14
2023-01-01,1,Ciutat Vella,1,el Raval,6,61,2,15
2023-01-01,1,Ciutat Vella,1,el Raval,6,45,2,16
2023-01-01,1,Ciutat Vella,1,el Raval,6,29,2,17
2023-01-01,1,Ciutat Vella,1,el Raval,6,5,2,18
2023-01-01,1,Ciutat Vella,1,el Raval,6,6,2,19
2023-01-01,1,Ciutat Vella,1,el Raval,7,101,1,0
2023-01-01,1,Ciutat Vella,1,el Raval,7,93,1,1
2023-01-01,1,Ciutat Vella,1,el Raval,7,116,1,2
2023-01-01,1,Ciutat Vella,1,el Raval,7,114,1,3
2023-01-01,1,Ciutat Vella,1,el Raval,7,220,1,4
2023-01-01,1,Ciutat Vella,1,el Raval,7,376,1,5
2023-01-01,1,Ciutat Vella,1,el Raval,7,356,1,6
2023-01-01,1,Ciutat Vella,1,el Raval,7,274,1,7
2023-01-01,1,Ciutat Vella,1,el Raval,7,227,1,8
2023-01-01,1,Ciutat Vella,1,el Raval,7,210,1,9
2023-01-01,1,Ciutat Vella,1,el Raval,7,195,1,10
2023-01-01,1,Ciutat Vella,1,el Raval,7,176,1,11
2023-01-01,1,Ciutat Vella,1,el Raval,7,174,1,12
2023-01-01,1,Ciutat Vella,1,el Raval,7,127,1,13
2023-01-01,1,Ciutat Vella,1,el Raval,7,107,1,14
2023-01-01,1,Ciutat Vella,1,el Raval,7,87,1,15
2023-01-01,1,Ciutat Vella,1,el Raval,7,63,1,16
2023-01-01,1,Ciutat Vella,1,el Raval,7,65,1,17
2023-01-01,1,Ciutat Vella,1,el Raval,7,52,1,18
2023-01-01,1,Ciutat Vella,1,el Raval,7,22,1,19
2023-01-01,1,Ciutat Vella,1,el Raval,7,..,1,20
2023-01-01,1,Ciutat Vella,1,el Raval,7,119,2,0
2023-01-01,1,Ciutat Vella,1,el Raval,7,104,2,1
2023-01-01,1,Ciutat Vella,1,el Raval,7,106,2,2
2023-01-01,1,Ciutat Vella,1,el Raval,7,113,2,3
2023-01-01,1,Ciutat Vella,1,el Raval,7,225,2,4
2023-01-01,1,Ciutat Vella,1,el Raval,7,404,2,5
2023-01-01,1,Ciutat Vella,1,el Raval,7,436,2,6
2023-01-01,1,Ciutat Vella,1,el Raval,7,315,2,7
2023-01-01,1,Ciutat Vella,1,el Raval,7,289,2,8
2023-01-01,1,Ciutat Vella,1,el Raval,7,275,2,9
2023-01-01,1,Ciutat Vella,1,el Raval,7,217,2,10
2023-01-01,1,Ciutat Vella,1,el Raval,7,193,2,11
2023-01-01,1,Ciutat Vella,1,el Raval,7,147,2,12
2023-01-01,1,Ciutat Vella,1,el Raval,7,100,2,13
2023-01-01,1,Ciutat Vella,1,el Raval,7,74,2,14
2023-01-01,1,Ciutat Vella,1,el Raval,7,72,2,15
2023-01-01,1,Ciutat Vella,1,el Raval,7,32,2,16
2023-01-01,1,Ciutat Vella,1,el Raval,7,32,2,17
2023-01-01,1,Ciutat Vella,1,el Raval,7,12,2,18
2023-01-01,1,Ciutat Vella,1,el Raval,7,..,2,19
2023-01-01,1,Ciutat Vella,1,el Raval,8,30,1,0
2023-01-01,1,Ciutat Vella,1,el Raval,8,24,1,1
2023-01-01,1,Ciutat Vella,1,el Raval,8,26,1,2
2023-01-01,1,Ciutat Vella,1,el Raval,8,26,1,3
2023-01-01,1,Ciutat Vella,1,el Raval,8,76,1,4
2023-01-01,1,Ciutat Vella,1,el Raval,8,145,1,5
2023-01-01,1,Ciutat Vella,1,el Raval,8,154,1,6
2023-01-01,1,Ciutat Vella,1,el Raval,8,117,1,7
2023-01-01,1,Ciutat Vella,1,el Raval,8,84,1,8
2023-01-01,1,Ciutat Vella,1,el Raval,8,62,1,9
2023-01-01,1,Ciutat Vella,1,el Raval,8,53,1,10
2023-01-01,1,Ciutat Vella,1,el Raval,8,48,1,11
2023-01-01,1,Ciutat Vella,1,el Raval,8,58,1,12
2023-01-01,1,Ciutat Vella,1,el Raval,8,49,1,13
2023-01-01,1,Ciutat Vella,1,el Raval,8,45,1,14
2023-01-01,1,Ciutat Vella,1,el Raval,8,23,1,15
2023-01-01,1,Ciutat Vella,1,el Raval,8,26,1,16
2023-01-01,1,Ciutat Vella,1,el Raval,8,16,1,17
2023-01-01,1,Ciutat Vella,1,el Raval,8,11,1,18
2023-01-01,1,Ciutat Vella,1,el Raval,8,..,1,19
2023-01-01,1,Ciutat Vella,1,el Raval,8,..,1,20
2023-01-01,1,Ciutat Vella,1,el Raval,8,27,2,0
2023-01-01,1,Ciutat Vella,1,el Raval,8,23,2,1
2023-01-01,1,Ciutat Vella,1,el Raval,8,20,2,2
2023-01-01,1,Ciutat Vella,1,el Raval,8,29,2,3
2023-01-01,1,Ciutat Vella,1,el Raval,8,85,2,4
2023-01-01,1,Ciutat Vella,1,el Raval,8,131,2,5
2023-01-01,1,Ciutat Vella,1,el Raval,8,158,2,6
2023-01-01,1,Ciutat Vella,1,el Raval,8,115,2,7
2023-01-01,1,Ciutat Vella,1,el Raval,8,115,2,8
2023-01-01,1,Ciutat Vella,1,el Raval,8,75,2,9
2023-01-01,1,Ciutat Vella,1,el Raval,8,67,2,10
2023-01-01,1,Ciutat Vella,1,el Raval,8,52,2,11
2023-01-01,1,Ciutat Vella,1,el Raval,8,52,2,12
2023-01-01,1,Ciutat Vella,1,el Raval,8,33,2,13
2023-01-01,1,Ciutat Vella,1,el Raval,8,35,2,14
2023-01-01,1,Ciutat Vella,1,el Raval,8,19,2,15
2023-01-01,1,Ciutat Vella,1,el Raval,8,10,2,16
2023-01-01,1,Ciutat Vella,1,el Raval,8,12,2,17
2023-01-01,1,Ciutat Vella,1,el Raval,8,..,2,18
2023-01-01,1,Ciutat Vella,1,el Raval,8,..,2,19
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,38,1,0
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,22,1,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,44,1,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,65,1,3
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,133,1,4
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,266,1,5
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,227,1,6
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,154,1,7
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,108,1,8
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,105,1,9
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,97,1,10
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,98,1,11
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,97,1,12
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,84,1,13
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,52,1,14
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,50,1,15
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,29,1,16
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,42,1,17
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,25,1,18
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,10,1,19
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,..,1,20
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,46,2,0
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,37,2,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,36,2,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,75,2,3
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,216,2,4
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,302,2,5
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,293,2,6
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,214,2,7
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,151,2,8
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,122,2,9
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,116,2,10
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,110,2,11
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,76,2,12
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,66,2,13
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,52,2,14
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,39,2,15
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,19,2,16
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,12,2,17
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,7,2,18
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,..,2,19
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,144,1,0
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,153,1,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,141,1,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,132,1,3
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,342,1,4
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,501,1,5
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,573,1,6
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,379,1,7
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,326,1,8
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,280,1,9
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,229,1,10
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,199,1,11
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,156,1,12
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,118,1,13
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,102,1,14
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,57,1,15
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,45,1,16
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,36,1,17
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,26,1,18
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,6,1,19
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,166,2,0
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,161,2,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,164,2,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,165,2,3
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,811,2,4
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1535,2,5
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1690,2,6
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1303,2,7
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1003,2,8
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,728,2,9
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,567,2,10
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,440,2,11
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,287,2,12
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,206,2,13
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,114,2,14
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,70,2,15
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,42,2,16
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,15,2,17
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,13,2,18
